epoch,train_loss,val_loss,learning_rate,duration_seconds
1,0.6393326883545674,0.5526942003309057,0.005,8250.245777845383
2,0.5026077439270584,0.4808995298629675,0.005,8052.419529438019
3,0.47091357854671073,0.45874226604508106,0.005,10686.756878614426
4,0.3482890449149459,0.38890796031485475,0.0005,7968.132442235947
5,0.3248018306309397,0.3876550738757288,0.0005,8078.514753103256
6,0.3116469494572588,0.38525154962926433,0.0005,7836.427258968353
7,0.29286883939584685,0.3912053461085433,5e-05,7828.162713527679
8,0.28986986945512405,0.39597761623756716,5e-05,7808.1277067661285
